Time (s),Voltage (V)
-7.851851851851850963e-06,1.800946197596182685e+00
-7.753086419753086309e-06,1.800940141101811776e+00
-7.654320987654321656e-06,1.800940141101811776e+00
-7.555555555555556155e-06,1.800940141101811776e+00
-7.456790123456790654e-06,2.197858556191015111e+00
-7.358024691358025153e-06,2.197858556191015111e+00
-7.259259259259259652e-06,1.998621065368798355e+00
-7.160493827160494151e-06,1.800164886071382142e+00
-7.061728395061728651e-06,1.998624093615983810e+00
-6.962962962962963150e-06,1.998624093615983810e+00
-6.864197530864197649e-06,1.998624093615983810e+00
-6.765432098765432148e-06,1.401683859808056098e+00
-6.666666666666666647e-06,1.401680819685392265e+00
-6.567901234567901147e-06,1.997067527060753633e+00
-6.469135802469135646e-06,1.400902536407777177e+00
-6.370370370370370145e-06,1.400902536407777177e+00
-6.271604938271605491e-06,1.400911633024811920e+00
-6.172839506172839990e-06,1.400124253130162089e+00
-6.074074074074074489e-06,1.400127281377347543e+00
-5.975308641975308989e-06,1.400124265005640467e+00
-5.876543209876543488e-06,1.400124253130162089e+00
-5.777777777777777987e-06,1.400124253130162089e+00
-5.679012345679012486e-06,1.400127281377347543e+00
-5.580246913580246985e-06,1.400124253130162089e+00
-5.481481481481481484e-06,1.400124253130162089e+00
-5.382716049382715984e-06,1.400124253130162089e+00
-5.283950617283950483e-06,1.400124253130162089e+00
-5.185185185185184982e-06,1.400124253130162089e+00
-5.086419753086419481e-06,1.400124253130162089e+00
-4.987654320987654827e-06,1.400124253130162089e+00
-4.888888888888889326e-06,1.598583460674763757e+00
-4.790123456790123826e-06,1.598586488921949211e+00
-4.691358024691358325e-06,1.598586488921949211e+00
-4.592592592592592824e-06,1.400124265005640467e+00
-4.493827160493827323e-06,1.997058430443718891e+00
-4.395061728395061822e-06,1.400902536407777177e+00
-4.296296296296296321e-06,1.997058442319197269e+00
-4.197530864197531668e-06,1.997061482441861102e+00
-4.098765432098765320e-06,1.997845810338368722e+00
-4.000000000000000666e-06,1.799386614669245432e+00
-3.901234567901234318e-06,1.800164886071382142e+00
-3.802469135802469664e-06,1.998624093615983810e+00
-3.703703703703703317e-06,1.800164886071382142e+00
-3.604938271604938663e-06,2.197861572562722188e+00
-3.506172839506172315e-06,1.800940141101811776e+00
-3.407407407407407661e-06,1.800940141101811776e+00
-3.308641975308641313e-06,1.800940141101811776e+00
-3.209876543209876659e-06,2.197864612685386021e+00
-3.111111111111112006e-06,2.197864612685386021e+00
-3.012345679012345658e-06,1.800940141101811776e+00
-2.913580246913581004e-06,2.197858556191015111e+00
-2.814814814814814656e-06,2.197864612685386021e+00
-2.716049382716050002e-06,1.800946197596182685e+00
-2.617283950617283654e-06,1.800946197596182685e+00
-2.518518518518519001e-06,2.197864612685386021e+00
-2.419753086419752653e-06,2.197858556191015111e+00
-2.320987654320987999e-06,1.800946197596182685e+00
-2.222222222222221651e-06,1.800940141101811776e+00
-2.123456790123456997e-06,1.800946197596182685e+00
-2.024691358024690649e-06,1.800946197596182685e+00
-1.925925925925925996e-06,2.197864612685386021e+00
-1.827160493827161342e-06,2.197864612685386021e+00
-1.728395061728394994e-06,2.197858556191015111e+00
-1.629629629629630340e-06,2.197858556191015111e+00
-1.530864197530863992e-06,2.197864612685386021e+00
-1.432098765432099339e-06,2.197858556191015111e+00
-1.333333333333332991e-06,1.800940141101811776e+00
-1.234567901234568337e-06,1.800940141101811776e+00
-1.135802469135801989e-06,1.800946197596182685e+00
-1.037037037037037335e-06,2.197864612685386021e+00
-9.382716049382709873e-07,1.800167926194045975e+00
-8.395061728395063335e-07,1.998624093615983810e+00
-7.407407407407399857e-07,1.400905588405919389e+00
-6.419753086419753319e-07,1.200886797934384020e+00
-5.432098765432106781e-07,1.000867983711884790e+00
-4.444444444444443302e-07,4.015898599484515330e-01
-3.456790123456796764e-07,5.977172459073933908e-01
-2.469135802469133286e-07,-5.985041517866349636e-01
-1.481481481481486748e-07,-1.398576321052040328e+00
-4.938271604938232690e-08,-1.998635756340274128e+00
4.938271604938232690e-08 ,-2.601802256369122546e+00
1.481481481481486748e-07 ,-3.202639986810453365e+00
2.469135802469133286e-07 ,-4.002715196198519010e+00
3.456790123456796764e-07 ,-4.802012134184451497e+00
4.444444444444443302e-07 ,-5.602084291574378483e+00
5.432098765432106781e-07 ,-6.202143750613572593e+00
6.419753086419753319e-07 ,-6.802200145779142559e+00
7.407407407407399857e-07 ,-7.202237762348655536e+00
8.395061728395063335e-07 ,-7.602272338795504680e+00
9.382716049382709873e-07 ,-7.603056702318450988e+00
1.037037037037037335e-06 ,-8.000759469055118700e+00
1.135802469135801989e-06 ,-7.803075480914507978e+00
1.234567901234568337e-06 ,-7.803075504665468287e+00
1.333333333333332991e-06 ,-8.199999999999999289e+00
1.432098765432099339e-06 ,-7.803075480914507978e+00
1.530864197530863992e-06 ,-8.199999999999999289e+00
1.629629629629630340e-06 ,-7.801525018355565777e+00
1.728395061728394994e-06 ,-8.199999999999999289e+00
1.827160493827161342e-06 ,-7.602287539408827399e+00
1.925925925925925996e-06 ,-7.399930906483699999e+00
2.024691358024690649e-06 ,-6.600633944746807202e+00
2.123456790123456997e-06 ,-5.600542985009866470e+00
2.222222222222221651e-06 ,-4.800464711748176683e+00
2.320987654320987999e-06 ,-3.601133232941830187e+00
2.419753086419752653e-06 ,-2.800279740276149454e+00
2.518518518518519001e-06 ,-1.800185740416541336e+00
2.617283950617283654e-06 ,-1.000107490905808305e+00
2.716049382716050002e-06 ,-2.000322696422607294e-01
2.814814814814814656e-06 ,7.992834588152071262e-01
2.913580246913581004e-06 ,1.599358680078754702e+00
3.012345679012345658e-06 ,2.200196410520085522e+00
3.111111111111112006e-06 ,3.000271619908154719e+00
3.209876543209876659e-06 ,3.601106298351339774e+00
3.308641975308643007e-06 ,4.400403236337272261e+00
3.407407407407407661e-06 ,5.000459631502845781e+00
3.506172839506172315e-06 ,5.600512998421230293e+00
3.604938271604936969e-06 ,6.199791134060149034e+00
3.703703703703705011e-06 ,6.799847541101200932e+00
3.802469135802469664e-06 ,6.800628852625997922e+00
3.901234567901234318e-06 ,7.199116006636572251e+00
3.999999999999998972e-06 ,7.400688323540670410e+00
4.098765432098767014e-06 ,7.599153623206085229e+00
4.197530864197531668e-06 ,8.000741666708101718e+00
4.296296296296296321e-06 ,8.000744730581722308e+00
4.395061728395060975e-06 ,8.200760480930597396e+00
4.493827160493825629e-06 ,8.399225780596005109e+00
4.592592592592593671e-06 ,8.199988289773791905e+00
4.691358024691358325e-06 ,8.200763532928739608e+00
4.790123456790122979e-06 ,8.399225780596005109e+00
4.888888888888887632e-06 ,8.400001000000003160e+00
4.987654320987655674e-06 ,8.400001000000003160e+00
5.086419753086420328e-06 ,8.398447497318393573e+00
5.185185185185184982e-06 ,7.999972527549438439e+00
5.283950617283949636e-06 ,7.999969499302252984e+00
5.382716049382717678e-06 ,7.799175477551244740e+00
5.481481481481482331e-06 ,7.799169361679474832e+00
5.580246913580246985e-06 ,7.399916132383864920e+00
5.679012345679011639e-06 ,7.599150571207943017e+00
5.777777777777776293e-06 ,7.200669509318174732e+00
5.876543209876544335e-06 ,7.198337747109910367e+00
5.975308641975308989e-06 ,6.999094152291412740e+00
6.074074074074073642e-06 ,6.600613102277122834e+00
6.172839506172838296e-06 ,6.401372595083202555e+00
6.271604938271606338e-06 ,6.199025058775106345e+00
6.370370370370370992e-06 ,6.198240671501203281e+00
6.469135802469135646e-06 ,5.999775371835795568e+00
6.567901234567900299e-06 ,5.599743859262567014e+00
6.666666666666668341e-06 ,5.598184288211115245e+00
6.765432098765432995e-06 ,5.399718964794743670e+00
6.864197530864197649e-06 ,5.199700162447726370e+00
6.962962962962962303e-06 ,4.799668649874501369e+00
7.061728395061726957e-06 ,4.798109066947564116e+00
7.160493827160494999e-06 ,4.598868524127205148e+00
7.259259259259259652e-06 ,4.199615282956113305e+00
7.358024691358024306e-06 ,4.198833983306794693e+00
7.456790123456788960e-06 ,3.999590388488289960e+00
7.555555555555557002e-06 ,3.998033845684016541e+00
7.654320987654321656e-06 ,3.798793314739135951e+00
7.753086419753086309e-06 ,3.598777552514782485e+00
7.851851851851850963e-06 ,3.599549743671591528e+00
7.950617283950619005e-06 ,3.198742987943415272e+00
8.049382716049383659e-06 ,3.198736907698084053e+00
8.148148148148148313e-06 ,3.197958624420468965e+00
8.246913580246912967e-06 ,2.999493336630539631e+00
8.345679012345677620e-06 ,2.999493336630539631e+00
8.444444444444445662e-06 ,2.800252805685659041e+00
8.543209876543210316e-06 ,2.600237055336783953e+00
8.641975308641974970e-06 ,2.799474546159000710e+00
8.740740740740739624e-06 ,2.597905269377562831e+00
8.839506172839507666e-06 ,2.398661698310018409e+00
8.938271604938272319e-06 ,2.399436929589487733e+00
9.037037037037036973e-06 ,2.397883426907881699e+00
9.135802469135801627e-06 ,2.397883415032403320e+00
9.234567901234569669e-06 ,2.000958919697868765e+00
9.333333333333334323e-06 ,2.198642907838479488e+00
9.432098765432098977e-06 ,1.999405417016262732e+00
9.530864197530863630e-06 ,2.000180660171213987e+00
9.629629629629628284e-06 ,2.199418139117948812e+00
9.728395061728396326e-06 ,2.197864624560864399e+00
9.827160493827160980e-06 ,2.198642884087522731e+00
9.925925925925925634e-06 ,2.197864612685386021e+00
1.002469135802469029e-05 ,1.800940117350851466e+00
1.012345679012345833e-05 ,2.199415098995284978e+00
1.022222222222222298e-05 ,2.199415075244328222e+00
1.032098765432098764e-05 ,1.799386614669245432e+00
1.041975308641975229e-05 ,1.799386638420205742e+00
1.051851851851852033e-05 ,1.799386626544723811e+00
1.061728395061728499e-05 ,1.998624105491462188e+00
1.071604938271604964e-05 ,1.800161845948718309e+00
1.081481481481481429e-05 ,1.800161857824196687e+00
1.091358024691357895e-05 ,1.800161857824196687e+00
1.101234567901234699e-05 ,1.800161857824196687e+00
1.111111111111111164e-05 ,2.197864636436342778e+00
1.120987654320987630e-05 ,2.199415075244328222e+00
1.130864197530864095e-05 ,1.799389654791909265e+00
1.140740740740740899e-05 ,2.199415098995284978e+00
1.150617283950617365e-05 ,1.800940117350851466e+00
1.160493827160493830e-05 ,2.197864636436342778e+00
1.170370370370370295e-05 ,1.799389654791909265e+00
1.180246913580247100e-05 ,2.197864636436342778e+00
1.190123456790123565e-05 ,2.197864612685386021e+00
1.200000000000000030e-05 ,2.197864612685386021e+00
